,nombre_estacion,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,stop_lat,stop_lon
0,Zócalo,0.0,0.0,0.023622047244094488,0.011811023622047244,0.01968503937007874,0.03543307086614173,0.027559055118110236,0.027559055118110236,0.05905511811023622,0.13385826771653545,0.14960629921259844,0.1062992125984252,0.07874015748031496,0.1220472440944882,0.09448818897637795,0.03543307086614173,0.007874015748031496,0.0,0.0,19.432602,-99.131879
1,Tacuba_1,0.01098901098901099,0.0,0.06593406593406594,0.1978021978021978,0.06593406593406594,0.01098901098901099,0.02197802197802198,0.08791208791208792,0.04395604395604396,0.04395604395604396,0.07692307692307693,0.03296703296703297,0.054945054945054944,0.054945054945054944,0.08791208791208792,0.01098901098901099,0.04395604395604396,0.06593406593406594,0.02197802197802198,19.45913691,-99.18803573
2,Tacubaya_1_3,0.011494252873563218,0.034482758620689655,0.06896551724137931,0.11494252873563218,0.11494252873563218,0.034482758620689655,0.04597701149425287,0.011494252873563218,0.011494252873563218,0.022988505747126436,0.022988505747126436,0.0,0.0,0.14942528735632185,0.16091954022988506,0.14942528735632185,0.011494252873563218,0.011494252873563218,0.022988505747126436,19.40192086,-99.18734908
3,Balderas_1_2,0.0,0.04895104895104895,0.09090909090909091,0.11188811188811189,0.11188811188811189,0.04195804195804196,0.027972027972027972,0.027972027972027972,0.06993006993006994,0.08391608391608392,0.07692307692307693,0.04895104895104895,0.027972027972027972,0.07692307692307693,0.03496503496503497,0.04195804195804196,0.013986013986013986,0.0,0.006993006993006993,19.42729875,-99.14912224
4,Merced,0.012658227848101266,0.0379746835443038,0.0,0.0379746835443038,0.012658227848101266,0.0379746835443038,0.0759493670886076,0.08860759493670886,0.11392405063291139,0.12658227848101267,0.11392405063291139,0.0759493670886076,0.08860759493670886,0.05063291139240506,0.05063291139240506,0.0379746835443038,0.0,0.012658227848101266,0.012658227848101266,19.42546738,-99.12541151
5,Pantitlán,0.06,0.06,0.2,0.12,0.04,0.0,0.04,0.0,0.06,0.02,0.1,0.06,0.1,0.04,0.08,0.0,0.0,0.02,0.0,19.41528826,-99.07505035
6,San Lázaro_1_5,0.07142857142857142,0.05714285714285714,0.05714285714285714,0.04285714285714286,0.04285714285714286,0.02857142857142857,0.05714285714285714,0.07142857142857142,0.014285714285714285,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.04285714285714286,0.07142857142857142,0.07142857142857142,0.08571428571428572,0.04285714285714286,0.02857142857142857,0.0,19.43079953,-99.11457539
7,Tepalcates_1,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,19.39072824,-99.04651165
8,Hidalgo_1_3,0.0,0.02158273381294964,0.07194244604316546,0.07194244604316546,0.050359712230215826,0.03597122302158273,0.007194244604316547,0.05755395683453238,0.05755395683453238,0.10071942446043165,0.11510791366906475,0.1223021582733813,0.03597122302158273,0.07194244604316546,0.06474820143884892,0.050359712230215826,0.007194244604316547,0.014388489208633094,0.007194244604316547,19.43674867,-99.14681554
9,Ciudad Deportiva,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,19.40811392,-99.09135818
10,Aquiles Serdán,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,19.489367,-99.194511
11,Pino Suárez_1_2,0.005813953488372093,0.020348837209302327,0.03197674418604651,0.04941860465116279,0.023255813953488372,0.040697674418604654,0.0377906976744186,0.061046511627906974,0.09011627906976744,0.11627906976744186,0.11337209302325581,0.0872093023255814,0.06395348837209303,0.09883720930232558,0.08430232558139535,0.02616279069767442,0.020348837209302327,0.00872093023255814,0.0029069767441860465,19.42595305,-99.13268566
12,Tacubaya_1,0.0,0.04081632653061224,0.08163265306122448,0.14285714285714285,0.12244897959183673,0.0,0.04081632653061224,0.02040816326530612,0.0,0.0,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.16326530612244897,0.20408163265306123,0.061224489795918366,0.0,0.02040816326530612,0.0,19.40213338,-99.18823957
13,Pantitlán_1_3,0.004975124378109453,0.06467661691542288,0.1890547263681592,0.19402985074626866,0.03980099502487562,0.014925373134328358,0.009950248756218905,0.014925373134328358,0.009950248756218905,0.009950248756218905,0.04477611940298507,0.01990049751243781,0.029850746268656716,0.04975124378109453,0.11940298507462686,0.10945273631840796,0.04975124378109453,0.009950248756218905,0.014925373134328358,19.414885,-99.072516
14,Villa de Aragón,0.0,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,19.4613523,-99.06114578
15,Zapata,0.0,0.013333333333333334,0.05333333333333334,0.12,0.10666666666666667,0.06666666666666667,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.02666666666666667,0.04,0.04,0.10666666666666667,0.21333333333333335,0.09333333333333334,0.02666666666666667,0.013333333333333334,0.0,19.37073951,-99.1645503
